,anon_ID,county,poverty,minority,age_group,month_year,pantry_assistance_category,pantry_unit,pantry_amount,pantry_counter,volunteer_category,volunteer_diff_ride_days,rider_num_rides,volunteer_appt_duration,volunteer_counter,care_management_category,care_management_unit,care_management_CommType,care_management_Party,care_management_InitiatedBy,care_management_Benefit_1,care_management_Assistance_1,care_management_Benefit_2,care_management_Assistance_2,care_management_Benefit_3,care_management_Assistance_3,care_management_amount,care_management_counter
884,51,Montgomery,No,,T,2020-07,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,"Remote Contact with client (phone, email)",Minutes,Voice Message,Client,ElderNet,ElderNet,Coordination,,,,,2.0,2.0
885,51,Montgomery,No,,T,2020-08,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
886,51,Montgomery,No,,T,2020-09,Food Pantry: Food Pantry Poundage,Pounds,75.0,3.0,,,,,,"Remote Contact with client (phone, email)",Minutes,Call,Client,ElderNet,,,,,,,1.0,1.0
887,51,Montgomery,No,,T,2020-10,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,,,,,,,,,,,,,
888,51,Montgomery,No,,T,2020-11,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,,,,,,,,,,,,,
889,51,Montgomery,No,,T,2020-11,Food Pantry: Holiday Baskets,Dollars,25.0,1.0,,,,,,,,,,,,,,,,,,
890,51,Montgomery,No,,T,2020-11,Food Pantry: Holiday Baskets,Pounds,30.0,1.0,,,,,,,,,,,,,,,,,,
891,51,Montgomery,No,,T,2020-12,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,,,,,,,,,,,,,
892,51,Montgomery,No,,T,2020-12,Food Pantry: Holiday Baskets,Dollars,100.0,1.0,,,,,,,,,,,,,,,,,,
893,51,Montgomery,No,,T,2021-01,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,,,,,,,,,,,,,
894,51,Montgomery,No,,T,2021-02,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
895,51,Montgomery,No,,T,2021-03,Food Pantry: Food Pantry Poundage,Pounds,75.0,3.0,,,,,,,,,,,,,,,,,,
896,51,Montgomery,No,,T,2021-04,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
897,51,Montgomery,No,,T,2021-05,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
898,51,Montgomery,No,,T,2021-06,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,,,,,,,,,,,,,
899,51,Montgomery,No,,T,2021-07,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,,,,,,,,,,,,,
900,51,Montgomery,No,,T,2021-08,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,,,,,,,,,,,,,
901,51,Montgomery,No,,T,2021-09,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
902,52,Montgomery,No,,G,2019-10,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,Community,Minutes,,,,,,,,,,5.0,1.0
903,52,Montgomery,No,,G,2020-01,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
904,52,Montgomery,No,,G,2020-04,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
905,52,Montgomery,No,,G,2020-11,Food Pantry: Holiday Baskets,Dollars,50.0,1.0,,,,,,,,,,,,,,,,,,
906,52,Montgomery,No,,G,2021-08,Food Pantry: Food Pantry Poundage,Pounds,75.0,3.0,,,,,,,,,,,,,,,,,,
907,53,Montgomery,Yes,No,P,2019-12,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,Shopping,174 days,0.0,2.0,1.0,,,,,,,,,,,,,
908,54,Montgomery,Yes,,,2020-12,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,,,,,,,,,,,,,
909,54,Montgomery,Yes,,,2021-01,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
910,54,Montgomery,Yes,,,2021-03,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,,,,,,,,,,,,,
911,55,Montgomery,No,,,2019-01,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
912,55,Montgomery,No,,,2019-02,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
913,55,Montgomery,No,,,2019-03,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
914,55,Montgomery,No,,,2019-04,Food Pantry: Food Pantry Poundage,Pounds,75.0,3.0,,,,,,,,,,,,,,,,,,
915,55,Montgomery,No,,,2019-05,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,,,,,,,,,,,,,
916,55,Montgomery,No,,,2019-06,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
917,55,Montgomery,No,,,2019-07,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
918,55,Montgomery,No,,,2019-08,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,,,,,,,,,,,,,
919,55,Montgomery,No,,,2019-09,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
920,55,Montgomery,No,,,2019-10,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,,,,,,,,,,,,,
921,55,Montgomery,No,,,2019-11,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
922,55,Montgomery,No,,,2019-11,Food Pantry: Holiday Baskets,Pounds,30.0,1.0,,,,,,,,,,,,,,,,,,
923,55,Montgomery,No,,,2019-12,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
924,55,Montgomery,No,,,2020-01,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,,,,,,,,,,,,,
925,56,Montgomery,Yes,,G,2019-07,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
926,56,Montgomery,Yes,,G,2019-10,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
927,57,Montgomery,No,,D,2019-04,Food Pantry: Food Pantry Poundage,Pounds,75.0,3.0,,,,,,,,,,,,,,,,,,
928,58,Montgomery,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
929,59,Montgomery,Yes,,T,,,,,,,,,,,,,,,,,,,,,,,
930,60,Montgomery,Yes,,D,,,,,,,,,,,,,,,,,,,,,,,
931,61,Montgomery,Yes,,G,,,,,,,,,,,,,,,,,,,,,,,
932,62,Montgomery,No,,D,2019-12,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
933,62,Montgomery,No,,D,2020-01,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,,,,,,,,,,,,,
934,62,Montgomery,No,,D,2020-03,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
935,62,Montgomery,No,,D,2020-09,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
936,62,Montgomery,No,,D,2020-11,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
937,62,Montgomery,No,,D,2020-12,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
938,63,Montgomery,Yes,,G,,,,,,,,,,,,,,,,,,,,,,,
939,64,Montgomery,Yes,,,2020-04,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
940,65,Montgomery,No,,,2021-03,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
941,66,Montgomery,Yes,,D,2019-01,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,,,,,,,,,,,,,
942,66,Montgomery,Yes,,D,2019-03,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
943,66,Montgomery,Yes,,D,2019-04,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
944,66,Montgomery,Yes,,D,2019-05,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
945,66,Montgomery,Yes,,D,2019-07,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,Community,Minutes,,,,,,,,,,6.0,1.0
946,66,Montgomery,Yes,,D,2019-11,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
947,66,Montgomery,Yes,,D,2019-11,Food Pantry: Holiday Baskets,Pounds,30.0,1.0,,,,,,,,,,,,,,,,,,
948,66,Montgomery,Yes,,D,2020-03,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
949,66,Montgomery,Yes,,D,2020-12,Food Pantry: Holiday Baskets,Pounds,30.0,1.0,,,,,,,,,,,,,,,,,,
950,67,Montgomery,Yes,,G,2019-01,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
951,67,Montgomery,Yes,,G,2019-02,Food Pantry: Food Pantry Poundage,Pounds,75.0,3.0,,,,,,"Remote Contact with client (phone, email)",Minutes,,,,,,,,,,1.0,1.0
952,67,Montgomery,Yes,,G,2019-03,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,Community,Minutes,,,,,,,,,,58.0,3.0
953,67,Montgomery,Yes,,G,2019-03,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,"Remote Contact with client (phone, email)",Minutes,,,,,,,,,,4.0,2.0
954,67,Montgomery,Yes,,G,2019-04,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,,,,,,,,,,,,,
955,67,Montgomery,Yes,,G,2019-05,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,,,,,,,,,,,,,
956,67,Montgomery,Yes,,G,2019-06,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
957,67,Montgomery,Yes,,G,2019-07,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
958,67,Montgomery,Yes,,G,2019-08,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,,,,,,,,,,,,,
959,67,Montgomery,Yes,,G,2019-09,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,"Remote Contact with client (phone, email)",Minutes,,,,,,,,,,1.0,1.0
960,67,Montgomery,Yes,,G,2019-10,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,,,,,,,,,,,,,
961,67,Montgomery,Yes,,G,2019-11,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
962,67,Montgomery,Yes,,G,2019-12,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,,,,,,,,,,,,,
963,67,Montgomery,Yes,,G,2020-01,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,,,,,,,,,,,,,
964,67,Montgomery,Yes,,G,2020-02,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,Community,Minutes,,,,,,,,,,10.0,1.0
965,67,Montgomery,Yes,,G,2020-02,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,"Remote Contact with client (phone, email)",Minutes,,,,,,,,,,4.0,1.0
966,67,Montgomery,Yes,,G,2020-03,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,,,,,,,,,,,,,
967,68,Montgomery,No,,G,2019-11,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,Community,Minutes,,,,,,,,,,18.0,1.0
968,68,Montgomery,No,,G,2019-11,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,"Remote Contact with client (phone, email)",Minutes,,,,,,,,,,1.0,1.0
969,68,Montgomery,No,,G,2019-12,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,"Remote Contact with client (phone, email)",Minutes,,,,,,,,,,2.0,2.0
970,68,Montgomery,No,,G,2020-01,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,,,,,,,,,,,,,
971,68,Montgomery,No,,G,2020-03,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
972,68,Montgomery,No,,G,2020-12,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,,,,,,,,,,,,,
973,69,Montgomery,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
974,70,Montgomery,Yes,,G,,,,,,,,,,,,,,,,,,,,,,,
975,71,Montgomery,No,No,T,,,,,,,,,,,,,,,,,,,,,,,
976,72,Montgomery,Yes,Yes,T,2019-01,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Shopping,1309 days,0.0,3.5,2.0,Community,Minutes,,,,,,,,,,11.0,2.0
977,72,Montgomery,Yes,Yes,T,2019-01,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Shopping,1309 days,0.0,3.5,2.0,Home Visit,Minutes,,,,,,,,,,170.0,3.0
978,72,Montgomery,Yes,Yes,T,2019-01,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Shopping,1309 days,0.0,3.5,2.0,"Remote Contact with client (phone, email)",Minutes,,,,,,,,,,39.0,17.0
979,72,Montgomery,Yes,Yes,T,2019-02,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,Shopping,1309 days,0.0,3.0,2.0,Community,Minutes,,,,,,,,,,4.0,1.0
980,72,Montgomery,Yes,Yes,T,2019-02,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,Shopping,1309 days,0.0,3.0,2.0,Home Visit,Minutes,,,,,,,,,,64.0,2.0
981,72,Montgomery,Yes,Yes,T,2019-02,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,Shopping,1309 days,0.0,3.0,2.0,"Remote Contact with client (phone, email)",Minutes,,,,,,,,,,37.0,10.0
982,72,Montgomery,Yes,Yes,T,2019-03,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Shopping,1309 days,0.0,3.0,2.0,Community,Minutes,,,,,,,,,,2.0,1.0
983,72,Montgomery,Yes,Yes,T,2019-03,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Shopping,1309 days,0.0,3.0,2.0,Home Visit,Minutes,,,,,,,,,,90.0,2.0
984,72,Montgomery,Yes,Yes,T,2019-03,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Shopping,1309 days,0.0,3.0,2.0,"Remote Contact with client (phone, email)",Minutes,,,,,,,,,,26.0,11.0
985,72,Montgomery,Yes,Yes,T,2019-04,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Shopping,1309 days,0.0,1.5,2.0,Community,Minutes,,,,,,,,,,25.0,2.0
986,72,Montgomery,Yes,Yes,T,2019-04,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Shopping,1309 days,0.0,1.5,2.0,Home Visit,Minutes,,,,,,,,,,58.0,1.0
987,72,Montgomery,Yes,Yes,T,2019-04,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Shopping,1309 days,0.0,1.5,2.0,"Remote Contact with client (phone, email)",Minutes,,,,,,,,,,70.0,26.0
988,72,Montgomery,Yes,Yes,T,2019-05,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,Doctor Appt,1309 days,0.0,2.0,1.0,Home Visit,Minutes,,,,,,,,,,27.0,1.0
989,72,Montgomery,Yes,Yes,T,2019-05,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,Doctor Appt,1309 days,0.0,2.0,1.0,"Remote Contact with client (phone, email)",Minutes,,,,,,,,,,16.0,8.0
990,72,Montgomery,Yes,Yes,T,2019-05,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,Shopping,1309 days,0.0,2.0,1.0,Home Visit,Minutes,,,,,,,,,,27.0,1.0
991,72,Montgomery,Yes,Yes,T,2019-05,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,Shopping,1309 days,0.0,2.0,1.0,"Remote Contact with client (phone, email)",Minutes,,,,,,,,,,16.0,8.0
992,72,Montgomery,Yes,Yes,T,2019-05,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,Yard Work,1309 days,0.0,2.0,1.0,Home Visit,Minutes,,,,,,,,,,27.0,1.0
993,72,Montgomery,Yes,Yes,T,2019-05,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,Yard Work,1309 days,0.0,2.0,1.0,"Remote Contact with client (phone, email)",Minutes,,,,,,,,,,16.0,8.0
994,72,Montgomery,Yes,Yes,T,2019-06,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,Shopping,1309 days,0.0,1.5,1.0,Community,Minutes,,,,,,,,,,51.0,2.0
995,72,Montgomery,Yes,Yes,T,2019-06,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,Shopping,1309 days,0.0,1.5,1.0,Home Visit,Minutes,,,,,,,,,,37.0,1.0
996,72,Montgomery,Yes,Yes,T,2019-06,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,Shopping,1309 days,0.0,1.5,1.0,"Remote Contact with client (phone, email)",Minutes,,,,,,,,,,72.0,18.0
997,72,Montgomery,Yes,Yes,T,2019-07,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,1309 days,0.0,2.0,1.0,Community,Minutes,,,,,,,,,,13.0,2.0
998,72,Montgomery,Yes,Yes,T,2019-07,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,1309 days,0.0,2.0,1.0,Home Visit,Minutes,,,,,,,,,,163.0,4.0
999,72,Montgomery,Yes,Yes,T,2019-07,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,1309 days,0.0,2.0,1.0,"Remote Contact with client (phone, email)",Minutes,,,,,,,,,,62.0,15.0
1000,72,Montgomery,Yes,Yes,T,2019-07,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Shopping,1309 days,0.0,3.5,2.0,Community,Minutes,,,,,,,,,,13.0,2.0
1001,72,Montgomery,Yes,Yes,T,2019-07,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Shopping,1309 days,0.0,3.5,2.0,Home Visit,Minutes,,,,,,,,,,163.0,4.0
1002,72,Montgomery,Yes,Yes,T,2019-07,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Shopping,1309 days,0.0,3.5,2.0,"Remote Contact with client (phone, email)",Minutes,,,,,,,,,,62.0,15.0
1003,72,Montgomery,Yes,Yes,T,2019-08,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,1309 days,0.0,2.0,1.0,Home Visit,Minutes,,,,,,,,,,32.0,1.0
1004,72,Montgomery,Yes,Yes,T,2019-08,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,1309 days,0.0,2.0,1.0,"Remote Contact with client (phone, email)",Minutes,,,,,,,,,,12.0,4.0
1005,72,Montgomery,Yes,Yes,T,2019-08,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Shopping,1309 days,0.0,3.5,2.0,Home Visit,Minutes,,,,,,,,,,32.0,1.0
1006,72,Montgomery,Yes,Yes,T,2019-08,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Shopping,1309 days,0.0,3.5,2.0,"Remote Contact with client (phone, email)",Minutes,,,,,,,,,,12.0,4.0
1007,72,Montgomery,Yes,Yes,T,2019-09,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,1309 days,0.0,2.0,1.0,Home Visit,Minutes,,,,,,,,,,46.0,1.0
1008,72,Montgomery,Yes,Yes,T,2019-09,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,1309 days,0.0,2.0,1.0,"Remote Contact with client (phone, email)",Minutes,,,,,,,,,,3.0,1.0
1009,72,Montgomery,Yes,Yes,T,2019-09,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Shopping,1309 days,0.0,3.5,2.0,Home Visit,Minutes,,,,,,,,,,46.0,1.0
1010,72,Montgomery,Yes,Yes,T,2019-09,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Shopping,1309 days,0.0,3.5,2.0,"Remote Contact with client (phone, email)",Minutes,,,,,,,,,,3.0,1.0
1011,72,Montgomery,Yes,Yes,T,2019-10,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Shopping,1309 days,0.0,3.5,2.0,Community,Minutes,,,,,,,,,,81.0,1.0
1012,72,Montgomery,Yes,Yes,T,2019-10,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Shopping,1309 days,0.0,3.5,2.0,Home Visit,Minutes,,,,,,,,,,232.0,5.0
1013,72,Montgomery,Yes,Yes,T,2019-10,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Shopping,1309 days,0.0,3.5,2.0,"Remote Contact with client (phone, email)",Minutes,,,,,,,,,,80.0,29.0
1014,72,Montgomery,Yes,Yes,T,2019-11,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,Errands,1309 days,0.0,2.0,1.0,Home Visit,Minutes,,,,,,,,,,127.0,3.0
1015,72,Montgomery,Yes,Yes,T,2019-11,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,Errands,1309 days,0.0,2.0,1.0,"Remote Contact with client (phone, email)",Minutes,,,,,,,,,,35.0,14.0
1016,72,Montgomery,Yes,Yes,T,2019-11,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,Shopping,1309 days,0.0,3.5,2.0,Home Visit,Minutes,,,,,,,,,,127.0,3.0
1017,72,Montgomery,Yes,Yes,T,2019-11,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,Shopping,1309 days,0.0,3.5,2.0,"Remote Contact with client (phone, email)",Minutes,,,,,,,,,,35.0,14.0
1018,72,Montgomery,Yes,Yes,T,2019-11,Food Pantry: Holiday Baskets,Pounds,30.0,1.0,Errands,1309 days,0.0,2.0,1.0,Home Visit,Minutes,,,,,,,,,,127.0,3.0
1019,72,Montgomery,Yes,Yes,T,2019-11,Food Pantry: Holiday Baskets,Pounds,30.0,1.0,Errands,1309 days,0.0,2.0,1.0,"Remote Contact with client (phone, email)",Minutes,,,,,,,,,,35.0,14.0
1020,72,Montgomery,Yes,Yes,T,2019-11,Food Pantry: Holiday Baskets,Pounds,30.0,1.0,Shopping,1309 days,0.0,3.5,2.0,Home Visit,Minutes,,,,,,,,,,127.0,3.0
1021,72,Montgomery,Yes,Yes,T,2019-11,Food Pantry: Holiday Baskets,Pounds,30.0,1.0,Shopping,1309 days,0.0,3.5,2.0,"Remote Contact with client (phone, email)",Minutes,,,,,,,,,,35.0,14.0
1022,72,Montgomery,Yes,Yes,T,2019-12,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Shopping,1309 days,0.0,3.5,2.0,"Remote Contact with client (phone, email)",Minutes,,,,,,,,,,46.0,13.0
1023,72,Montgomery,Yes,Yes,T,2020-01,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,1309 days,0.0,3.5,2.0,Home Visit,Minutes,,,,,,,,,,158.0,3.0
1024,72,Montgomery,Yes,Yes,T,2020-01,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,1309 days,0.0,3.5,2.0,Remote Contact w/o client,Minutes,,,,,,,,,,18.0,11.0
1025,72,Montgomery,Yes,Yes,T,2020-01,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,1309 days,0.0,3.5,2.0,"Remote Contact with client (phone, email)",Minutes,,,,,,,,,,34.0,11.0
1026,72,Montgomery,Yes,Yes,T,2020-01,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Shopping,1309 days,0.0,2.0,1.0,Home Visit,Minutes,,,,,,,,,,158.0,3.0
1027,72,Montgomery,Yes,Yes,T,2020-01,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Shopping,1309 days,0.0,2.0,1.0,Remote Contact w/o client,Minutes,,,,,,,,,,18.0,11.0
1028,72,Montgomery,Yes,Yes,T,2020-01,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Shopping,1309 days,0.0,2.0,1.0,"Remote Contact with client (phone, email)",Minutes,,,,,,,,,,34.0,11.0
1029,72,Montgomery,Yes,Yes,T,2020-02,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Shopping,1309 days,0.0,3.5,2.0,Home Visit,Minutes,,,,,,,,,,49.0,1.0
1030,72,Montgomery,Yes,Yes,T,2020-02,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Shopping,1309 days,0.0,3.5,2.0,Remote Contact w/o client,Minutes,,,,,,,,,,11.0,7.0
1031,72,Montgomery,Yes,Yes,T,2020-02,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Shopping,1309 days,0.0,3.5,2.0,"Remote Contact with client (phone, email)",Minutes,,,,,,,,,,32.0,9.0
1032,72,Montgomery,Yes,Yes,T,2020-03,Food Pantry: Food Pantry Poundage,Pounds,75.0,3.0,Doctor Appt,1309 days,0.0,2.0,1.0,Home Visit,Minutes,,,,,,,,,,61.0,1.0
1033,72,Montgomery,Yes,Yes,T,2020-03,Food Pantry: Food Pantry Poundage,Pounds,75.0,3.0,Doctor Appt,1309 days,0.0,2.0,1.0,Remote Contact w/o client,Minutes,,,,,,,,,,12.0,10.0
1034,72,Montgomery,Yes,Yes,T,2020-03,Food Pantry: Food Pantry Poundage,Pounds,75.0,3.0,Doctor Appt,1309 days,0.0,2.0,1.0,"Remote Contact with client (phone, email)",Minutes,,,,,,,,,,31.0,5.0
1035,72,Montgomery,Yes,Yes,T,2020-03,Food Pantry: Food Pantry Poundage,Pounds,75.0,3.0,Shopping,1309 days,0.0,3.0,2.0,Home Visit,Minutes,,,,,,,,,,61.0,1.0
1036,72,Montgomery,Yes,Yes,T,2020-03,Food Pantry: Food Pantry Poundage,Pounds,75.0,3.0,Shopping,1309 days,0.0,3.0,2.0,Remote Contact w/o client,Minutes,,,,,,,,,,12.0,10.0
1037,72,Montgomery,Yes,Yes,T,2020-03,Food Pantry: Food Pantry Poundage,Pounds,75.0,3.0,Shopping,1309 days,0.0,3.0,2.0,"Remote Contact with client (phone, email)",Minutes,,,,,,,,,,31.0,5.0
1038,72,Montgomery,Yes,Yes,T,2020-04,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,Remote Contact w/o client,Minutes,Call,Service Provider,ElderNet,Housing,Coordination,,,,,13.0,1.0
1039,72,Montgomery,Yes,Yes,T,2020-04,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,Remote Contact w/o client,Minutes,Call,Service Provider,ElderNet,Medical,Coordination,Medical,Continuation,,,18.0,1.0
1040,72,Montgomery,Yes,Yes,T,2020-04,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,Remote Contact w/o client,Minutes,Call,Service Provider,ElderNet,Medical,Coordination,,,,,5.0,1.0
